Anyone can do that.	任何人都可以做到。
My cousin, who is a lawyer, is in France at present.	我的律師表哥現在在法國。
The river that flows through London is the Thames.	流經倫敦的河是泰晤士河。
He comes here every three days.	他每三天來這裡一次。
My mother almost never complains.	我媽媽幾乎從不抱怨。
I can't see anything without my glasses.	我沒帶眼鏡就什麼都看不到。
Good morning.	早上好！
That book is a new book.	那本書是一本新書。
She used to live with him.	她以前和他住一起。
I love apple juice.	我愛蘋果汁。
She didn't feel like eating lunch.	她不想吃午飯。
Right now, we have blueberries, blackberries, cherries, strawberries, peaches and nectarines.	現在我們有藍莓、黑莓、櫻桃、草莓、桃子和油桃。
She and I are in the same class.	她和我同班。
Money can't buy happiness.	錢買不到幸福。
He's just gone on leave.	他剛請假走了。
The storm caused a lot of damage.	暴風雨造成了很大的損害。
They gave him up for lost.	他們為失敗放棄了他。
He does not have any friends.	他一個朋友都沒有。
You need to have friends who can help you out.	你需要可以幫助你的朋友。
I need more time.	我需要更多時間。
I always keep promises.	我總是信守承諾。
You're very brave, aren't you?	你很勇敢，不是嗎？
Unfortunately, she is absent.	不幸的是，她不在。
What do you have in your bag?	你的袋子裡有什麼？
They ruined my life.	他們毀了我的生活。
You are blushing.	你臉紅了。
I got to the station this morning.	我今天上午到了車站。
Just give me your name and address.	只要給我你的姓名和住址。
I like jogging.	我喜歡跑步。
She can sing and dance beautifully.	她會唱歌而且舞跳得很美。
Where do you want to go?	你想去哪裡?
She got good grades in English.	她在英文上取得了很好的成績。
I will go to Hokkaido tomorrow.	我明天要去北海道。
I thought Tom would enjoy the party.	我以爲湯姆會喜歡這個聚會。
I'm busy.	我很忙。
The airplane took off on time.	這班飛機準時起飛。
Some of the bluest water in the world is found in Crater Lake.	一些世界上最藍的水在火山湖。
Do you have a gift shop here?	你們這裡有禮品店嗎？
Tom sketched a picture of an elephant for Mary.	湯姆給瑪麗畫了大象的素描。
We have to get through this.	我們要了結此事。
There is a clock on the wall.	牆壁上掛著一個時鐘。
Everyone in her class likes her.	她班上的每個人都喜歡她。
Instead of going to Europe, I decided to go to America.	我決定去美國，而不是歐洲。
Butter and cheese are made from milk.	奶油和乳酪是由牛奶做成的。
There are so many people at this concert.	這場演唱會的人真多。
He looked after the baby.	他照顧孩子。
Other peoples' expectations affect how we behave.	其他人的期望會影響我們的行為。
Tom will be there for a few days.	湯姆會在幾天後後到達那裏。
Rain prevented us from taking a walk.	雨讓我們沒有辦法去散步。
You should pay your rent in advance.	你應該提前付租金。
We went for a walk in the forest.	我們去了林中散步。
I heard a car pull up.	我聽到一輛車停了下來。
She was tired, but she kept working.	她累了，但她繼續工作。
My camera doesn't need to be fixed.	我的照相機不需要修理。
He got wet from the waist to the knees.	他從腰部到膝蓋都濕了。
I bought this camera yesterday.	我昨天買了這臺相機。
Excuse me, where are the eggs?	請問雞蛋在哪裏？
This isn't love.	這不是愛。
It took a long time to take in what she was saying.	花了很久才能聽懂她在說什麼。
I warned him, but he ignored the warning.	我警告過他，但他不理會警告。
That medicine isn't going to help.	那藥不會管用。
That's weird, isn't it?	那真奇怪，不是麼？
Will you give me a light?	借個火好嗎?
When do you practice the piano?	你什麼時候練習彈鋼琴？
It takes me ten minutes to walk to school.	我走路10分鐘能到學校 。
How much does he earn per month?	他一個月賺多少？
I thought he loved you, but as it is, he loved another girl.	我以為他愛你，但事實上，他愛另一個女孩。
He doesn't need to work.	他不需要工作。
My boss made me work last Sunday.	上週日我的老闆要我工作。
Where am I?	我在哪裡？
He was willing to help others.	他願意幫助別人。
She has a pure heart.	她有一顆純潔的心。
Water poured from the broken pipe.	水從破裂的水管傾瀉而出。
She didn't tell me her secret.	她沒有告訴我她的祕密。
There's a hotel across the street.	對街有一家旅館。
I didn't mean to disturb you.	我不是想打擾你。
Are you familiar with the rules of soccer?	你對足球規則熟悉嗎？
She woke up on her own.	她自己起牀的。
There will be a math test tomorrow.	明天有一個數學測驗。
As far as the teacher was concerned, she was a joy to teach.	就一個老師而言，她教書教得很快樂。
I got a shave and a haircut.	我颳了鬍子並理了髮。
My car is at your disposal.	你可以隨便用我的車。
They work only during the day.	他們只在白天工作。
I couldn't remember ever having met her.	我不記得曾經見過她。
Do you deny that you went there?	你否認你去了那裡嗎?
He acts as if he were a king.	他做得好像自己是國王一樣。
I didn't get the point of his speech.	我沒有抓到他演講的重點。
His car is really cool.	他的車真的很酷。
You'll miss me when I'm gone.	我走了你會想我。
Pass me the wine, please.	請把酒遞給我。
Tom wants me to stay away from him.	Tom要我離他遠一點。
Iron is a useful metal.	鐵是個有用的金屬。
That gentleman usually wears a hat.	那位紳士經常戴著一頂帽子。
My brother goes to college in Kobe.	我弟弟在神戶上大學。
How do you get your children to eat vegetables?	你怎樣讓你的孩子們吃蔬菜？
This decision is final.	這是最終決定。
I don't speak Japanese.	我不說日語。
That boy is running.	這個男孩子在跑步。
I have a proposal.	我有個提案。
I lost my umbrella.	我丟了我的傘。
Where did you get the idea?	你哪兒來的主意？
Someone stole my wallet on the train.	有人在火車上偷了我的錢包。
The teacher made me repeat the sentence.	老師讓我重複了這句話。
I am seeing my uncle tomorrow.	我明天要去看我叔叔。
The dog is sitting by the bowl.	狗坐在碗旁邊。
He filled the bottle with water.	他用水裝滿了瓶子。
Hello!	你好。
The murmur of the brook lulls me to sleep.	溪流潺潺，催我入眠。
I wonder if they'll get divorced.	我不知道他們是否會離婚。
Do you have many friends?	你有很多朋友嗎？
He was in time for the appointment.	他及時赴約了。
That is our school.	那是我們的學校。
He threw a stone at the big dog.	他朝着大狗扔了塊石頭。
Can I carry this on the plane?	我能把這個東西帶到飛機上嗎？
She was not a very good pianist.	她不是一個很好的鋼琴家。
You don't look so happy.	你看來不大高興。
Thanks for calling me.	謝謝你給我打電話。
They both cried after hearing the tragic news.	聽到這件悲劇，他倆盡皆哭泣。
I want a new shirt. What do you want?	我要一件新襯衫。你想要什麼？
While we were discussing the problem, I hit upon a good idea.	在我們討論問題的過程中，我想到了一個好主意。
We have to pull the weeds.	我們必須拔除雜草。
We stayed overnight in Hakone.	我們在箱根過了夜。
A computer is an absolute necessity now.	電腦現在是一個絕對必要的東西了。
He is not religious.	他不信教。
There's no need to hurry.	沒有必要著急。
We often play cards on Sunday.	我們常常在週日打牌。
Sometimes I can't help myself.	有時候我幫不了自己。
The storm didn't abate for several hours.	風暴幾個小時沒有減弱了。
She's Tom's sister.	她是Tom的姐妹。
Tom has a beautiful car.	Tom有臺靚車。
I can't believe Tom kissed me.	我不敢相信湯姆親了我。
Come and see me whenever you like.	你隨時都可以來看我。
The senator was censured by the congressional ethics committee.	議員受到了議會道德委員會的譴責。
Tom shut his eyes.	湯姆閉上了眼睛。
I didn't mean that.	我沒有那個意思。
He's not a hero.	他不是英雄。
Gold is much heavier than water.	金子比水重得多。
I want to get a haircut before I go on the trip.	我想在出發旅行前剪個頭髮。
The dog was sleeping on the mat.	狗在地毯上睡覺。
I asked Tom why he wasn't here yesterday.	我問湯姆爲什麼他昨天沒在這裏
I don't like the way he speaks.	我不喜歡他說的話。
She cooked us a wonderful meal.	她為我們煮了豐盛的一餐。
The area was quiet.	這地區很安靜。
